Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000117817,Gm50292,Gene Expression,-0.0003949685041574627,0.7604905458993031,0.9003736822811347,1,0.0005200754963952681,1
ENSMUSG00000104072,4930448I06Rik,Gene Expression,-0.0003949686474863122,0.7604892005178103,0.9003736822811347,1,0.00016214224932651944,1
ENSMUSG00000090981,Olfr718-ps1,Gene Expression,-0.00039497039061490736,0.7604728383762666,0.9003736822811347,1,0.0002836813001101927,1
ENSMUSG00000085587,Gm14493,Gene Expression,-0.00039498545145336356,0.7603314719963787,0.9003736822811347,1,0.0006367608850996105,1
ENSMUSG00000111962,Gm20110,Gene Expression,-0.00039498545145336356,0.7603314719963787,0.9003736822811347,1,0.0006367608850996105,1
ENSMUSG00000086020,Gm12239,Gene Expression,-0.00039498545145336643,0.7603314719956553,0.9003736822811347,1,0.00026414843395054246,1
ENSMUSG00000057981,Vmn1r12,Gene Expression,-0.00039498545145336643,0.7603314719956553,0.9003736822811347,1,0.00026414843395054246,1
ENSMUSG00000086269,Tmcc3os,Gene Expression,-0.00039498545145336914,0.7603314719963262,0.9003736822811347,1,0.00040987887832008834,1
ENSMUSG00000091805,Vmn2r108,Gene Expression,-0.00039498545145337,0.760331471995761,0.9003736822811347,1,0.0008283801120077762,1
ENSMUSG00000053979,A730045E13Rik,Gene Expression,-0.00039498570785613296,0.7603290653777551,0.9003736822811347,1,0.0002789020635418328,1
ENSMUSG00000072968,Gm17728,Gene Expression,-0.000394985707856133,0.7603290653780329,0.9003736822811347,1,0.00028653473283915754,1
ENSMUSG00000102004,4933402C06Rik,Gene Expression,-0.00039498570785613307,0.760329065378589,0.9003736822811347,1,0.0005858743489913876,1
ENSMUSG00000050810,Oog3,Gene Expression,-0.00039498570785613356,0.7603290653777495,0.9003736822811347,1,0.00014097999142165908,1
ENSMUSG00000100253,1700020N18Rik,Gene Expression,-0.0003949857078561339,0.7603290653780248,0.9003736822811347,1,0.0002162780641357836,1
ENSMUSG00000100392,Gm28935,Gene Expression,-0.0003949857078561339,0.7603290653780248,0.9003736822811347,1,0.0002162780641357836,1
ENSMUSG00000084757,1700057H15Rik,Gene Expression,-0.0003949857078561343,0.7603290653781599,0.9003736822811347,1,0.00023442667647757817,1
ENSMUSG00000063683,Glyat,Gene Expression,-0.00039498570785613616,0.760329065377725,0.9003736822811347,1,0.00022076704759693607,1
ENSMUSG00000111649,Gm48945,Gene Expression,-0.00039498570785613616,0.760329065377725,0.9003736822811347,1,0.00022076704759693607,1
ENSMUSG00000046924,Vmn1r179,Gene Expression,-0.0003949857078561363,0.760329065376888,0.9003736822811347,1,0.0003717403549876982,1
ENSMUSG00000028359,Orm3,Gene Expression,-0.0003949857078561397,0.7603290653769957,0.9003736822811347,1,0.0003353461129699608,1
ENSMUSG00000048938,Nr1h5,Gene Expression,-0.00039498957111098397,0.7602928048200188,0.9003736822811347,1,0.0002938211128617037,1
ENSMUSG00000118281,Gm50242,Gene Expression,-0.0003949895711109906,0.7602928048198175,0.9003736822811347,1,0.0005424916353454491,1
ENSMUSG00000086514,Gm11747,Gene Expression,-0.0003949984011497605,0.7602099279448618,0.9003736822811347,1,0.0002556374817599596,1
ENSMUSG00000054757,Akr1c20,Gene Expression,-0.0003950156048484246,0.7600484655764892,0.9003736822811347,1,0.00038866952784166297,1
ENSMUSG00000114841,Gm47352,Gene Expression,-0.000395015604848434,0.7600484655768196,0.9003736822811347,1,0.00018685265684385933,1
ENSMUSG00000116066,Gm49477,Gene Expression,-0.000395015604848434,0.7600484655768196,0.9003736822811347,1,0.00018685265684385933,1
ENSMUSG00000118366,9130016M20Rik,Gene Expression,-0.000395015604848434,0.7600484655768196,0.9003736822811347,1,0.00018685265684385933,1
ENSMUSG00000062074,Ccn6,Gene Expression,-0.000395015604848434,0.7600484655768196,0.9003736822811347,1,0.00018685265684385933,1
ENSMUSG00000026228,Htr2b,Gene Expression,-0.000395015604848434,0.7600484655768196,0.9003736822811347,1,0.00018685265684385933,1
ENSMUSG00000110730,Gm19385,Gene Expression,-0.0003950259689852407,0.7599511997896373,0.9003736822811347,1,0.00020499042790110328,1
ENSMUSG00000100943,Gm29229,Gene Expression,-0.0003950262253880154,0.759948793538512,0.9003736822811347,1,0.0004263575689937325,1
ENSMUSG00000103383,Gm37754,Gene Expression,-0.00039502622538802073,0.7599487935372069,0.9003736822811347,1,0.0001601781819417151,1
ENSMUSG00000086820,Gm11465,Gene Expression,-0.00039502622538802073,0.7599487935372069,0.9003736822811347,1,0.0001601781819417151,1
ENSMUSG00000111471,Gm47350,Gene Expression,-0.0003950265534663682,0.7599457146402517,0.9003736822811347,1,0.00036321865265897613,1
ENSMUSG00000107279,Gm43450,Gene Expression,-0.0003950265534663682,0.7599457146402517,0.9003736822811347,1,0.00036321865265897613,1
ENSMUSG00000097809,Gm26554,Gene Expression,-0.00039502680986913994,0.7599433083955653,0.9003736822811347,1,0.0005454198415449917,1
ENSMUSG00000105570,Gm42682,Gene Expression,-0.00039502680986913994,0.7599433083955653,0.9003736822811347,1,0.0005454198415449917,1
ENSMUSG00000062818,Vmn1r51,Gene Expression,-0.00039502680986914487,0.7599433083935667,0.9003736822811347,1,0.0003981175605211324,1
ENSMUSG00000058147,Xlr3c,Gene Expression,-0.00039502680986914487,0.7599433083935667,0.9003736822811347,1,0.0003981175605211324,1
ENSMUSG00000114935,Gm47040,Gene Expression,-0.00039502680986914525,0.7599433083935632,0.9003736822811347,1,0.0002259027892238695,1
ENSMUSG00000111646,Gm40621,Gene Expression,-0.00039502788299342707,0.7599332375406631,0.9003736822811347,1,0.0002294794825551269,1
ENSMUSG00000046354,Defb14,Gene Expression,-0.00039502788299342707,0.7599332375406631,0.9003736822811347,1,0.0002294794825551269,1
ENSMUSG00000103168,Gm30948,Gene Expression,-0.000395028466924988,0.7599277575878399,0.9003736822811347,1,0.00033885775722928744,1
ENSMUSG00000056643,Chst13,Gene Expression,-0.00039503593705073303,0.759857654653511,0.9003736822811347,1,0.0006856327517770162,1
ENSMUSG00000107573,Olfr1389,Gene Expression,-0.00039503593705073417,0.7598576546515474,0.9003736822811347,1,0.0003186646093139518,1
ENSMUSG00000090949,Vmn2r77,Gene Expression,-0.0003950359370507378,0.7598576546517927,0.9003736822811347,1,0.0002805824605296942,1
ENSMUSG00000049560,Defb20,Gene Expression,-0.0003950359370507378,0.7598576546517927,0.9003736822811347,1,0.0002805824605296942,1
ENSMUSG00000025783,4930412O13Rik,Gene Expression,-0.00039505670686143366,0.7596627520101076,0.9003736822811347,1,0.0006824002834009013,1
ENSMUSG00000107076,Gm43480,Gene Expression,-0.00039505670686143567,0.7596627520088326,0.9003736822811347,1,0.0003499397166838914,1
ENSMUSG00000117865,Gm50137,Gene Expression,-0.00039505670686143567,0.7596627520088326,0.9003736822811347,1,0.0003499397166838914,1
ENSMUSG00000109119,Gm44752,Gene Expression,-0.0003950763112537596,0.7594787995815606,0.9003736822811347,1,0.00023057120696302896,1
ENSMUSG00000042041,2010003K11Rik,Gene Expression,-0.0003950763112537614,0.7594787995815439,0.9003736822811347,1,0.0005662079002093644,1
ENSMUSG00000075534,Gm13262,Gene Expression,-0.00039507631125376816,0.7594787995810609,0.9003736822811347,1,0.0002245812770901505,1
ENSMUSG00000045322,Tlr9,Gene Expression,-0.0003950770390637427,0.7594719706385147,0.9003736822811347,1,0.00013248917480902165,1
ENSMUSG00000038751,Ptk6,Gene Expression,-0.00039511374824822233,0.7591275576435959,0.9003736822811347,1,0.00016816797789770375,1
ENSMUSG00000079492,Gm11127,Gene Expression,-0.00039511374824822233,0.7591275576435959,0.9003736822811347,1,0.00016816797789770375,1
ENSMUSG00000034456,Uroc1,Gene Expression,-0.00039511374824822385,0.7591275576430223,0.9003736822811347,1,0.0001461408454982883,1
ENSMUSG00000108081,Gm44026,Gene Expression,-0.00039511374824822385,0.7591275576430223,0.9003736822811347,1,0.0001461408454982883,1
ENSMUSG00000067615,Krt81,Gene Expression,-0.0003951137482482254,0.7591275576430077,0.9003736822811347,1,0.00047143287184245363,1
ENSMUSG00000114209,Gm48433,Gene Expression,-0.0003951137482482263,0.7591275576429996,0.9003736822811347,1,0.00036692661602071003,1
ENSMUSG00000056600,Olfr90,Gene Expression,-0.0003951137482482274,0.7591275576429888,0.9003736822811347,1,0.00034790511736319053,1
ENSMUSG00000028071,Sh2d2a,Gene Expression,-0.0003951137482482277,0.759127557643126,0.9003736822811347,1,0.0004927295449563228,1
ENSMUSG00000117694,Snhg4,Gene Expression,-0.0003951137482482277,0.759127557643126,0.9003736822811347,1,0.0004927295449563228,1
ENSMUSG00000117450,4933424G05Rik,Gene Expression,-0.00039511374824823057,0.7591275576429592,0.9003736822811347,1,0.00042253954192514683,1
ENSMUSG00000087528,9830144P21Rik,Gene Expression,-0.0003951193280093148,0.7590752113766513,0.9003736822811347,1,0.00022951390349405475,1
ENSMUSG00000107385,C330024D21Rik,Gene Expression,-0.0003951193280093157,0.7590752113766427,0.9003736822811347,1,0.00013186284099399897,1
ENSMUSG00000035148,Gpr33,Gene Expression,-0.0003951193280093157,0.7590752113766427,0.9003736822811347,1,0.00013186284099399897,1
ENSMUSG00000096878,Gm21083,Gene Expression,-0.00039511932800932005,0.759075211376602,0.9003736822811347,1,0.00021232936561127062,1
ENSMUSG00000073747,Gm7534,Gene Expression,-0.00039511932800932005,0.759075211376602,0.9003736822811347,1,0.00021232936561127062,1
ENSMUSG00000090116,Gm15680,Gene Expression,-0.00039511932800932005,0.759075211376602,0.9003736822811347,1,0.00021232936561127062,1
ENSMUSG00000011349,Dmrtc2,Gene Expression,-0.00039511932800932005,0.759075211376602,0.9003736822811347,1,0.00021232936561127062,1
ENSMUSG00000105909,Gm43189,Gene Expression,-0.0003951203291779514,0.7590658190768172,0.9003736822811347,1,0.0006601513003550415,1
ENSMUSG00000115103,Gm49263,Gene Expression,-0.0003951264415418528,0.759008477707001,0.9003736822811347,1,0.0005795030486533868,1
ENSMUSG00000024912,Fosl1,Gene Expression,-0.0003951269911264152,0.7590033220036293,0.9003736822811347,1,0.00042300678678806316,1
ENSMUSG00000115888,Gm31369,Gene Expression,-0.0003951269911264152,0.7590033220036293,0.9003736822811347,1,0.00042300678678806316,1
ENSMUSG00000062433,Krtap6-2,Gene Expression,-0.0003951436452405183,0.758847093307671,0.9003736822811347,1,0.00014824645815643447,1
ENSMUSG00000113735,Gm48607,Gene Expression,-0.0003951436452405183,0.758847093307671,0.9003736822811347,1,0.00014824645815643447,1
ENSMUSG00000113246,Gm36752,Gene Expression,-0.0003951436452405183,0.758847093307671,0.9003736822811347,1,0.00014824645815643447,1
ENSMUSG00000115474,4930430F21Rik,Gene Expression,-0.0003951436452405199,0.7588470933075152,0.9003736822811347,1,0.00027023299142851315,1
ENSMUSG00000089952,4933413C19Rik,Gene Expression,-0.0003951436452405199,0.7588470933075152,0.9003736822811347,1,0.00027023299142851315,1
ENSMUSG00000086487,Gm11638,Gene Expression,-0.0003951436452405199,0.7588470933075152,0.9003736822811347,1,0.00027023299142851315,1
ENSMUSG00000049041,Olfr398,Gene Expression,-0.0003951436452405211,0.7588470933082043,0.9003736822811347,1,0.00010338260555244001,1
ENSMUSG00000110498,A630001O12Rik,Gene Expression,-0.0003951436452405211,0.7588470933082043,0.9003736822811347,1,0.00010338260555244001,1
ENSMUSG00000072707,Olfr31,Gene Expression,-0.0003951436452405211,0.7588470933082043,0.9003736822811347,1,0.00010338260555244001,1
ENSMUSG00000058119,Gm5771,Gene Expression,-0.000395143645240523,0.7588470933080466,0.9003736822811347,1,0.00013702305067559453,1
ENSMUSG00000113584,Gm46355,Gene Expression,-0.0003951436452405232,0.7588470933080446,0.9003736822811347,1,0.00038198840400358584,1
ENSMUSG00000084840,Gm11468,Gene Expression,-0.0003951436452405243,0.7588470933085942,0.9003736822811347,1,0.0001987190138823849,1
ENSMUSG00000115536,Gm32857,Gene Expression,-0.0003951436452405248,0.7588470933078899,0.9003736822811347,1,0.00026075309414661603,1
ENSMUSG00000099936,Gm28867,Gene Expression,-0.0003951436452405264,0.7588470933075946,0.9003736822811347,1,0.0001806506020856546,1
ENSMUSG00000085886,D030047H15Rik,Gene Expression,-0.0003951436452405269,0.75884709330773,0.9003736822811347,1,0.0008919106377100964,1
ENSMUSG00000112774,Gm36041,Gene Expression,-0.00039514364524052695,0.7588470933078695,0.9003736822811347,1,0.0004600332795713846,1
ENSMUSG00000101968,1700027A15Rik,Gene Expression,-0.00039514364524052695,0.7588470933078695,0.9003736822811347,1,0.0004600332795713846,1
ENSMUSG00000078932,CN725425,Gene Expression,-0.00039514364524052695,0.7588470933078695,0.9003736822811347,1,0.0004600332795713846,1
ENSMUSG00000090326,Dthd1,Gene Expression,-0.00039514364524052695,0.7588470933078695,0.9003736822811347,1,0.0004600332795713846,1
ENSMUSG00000106588,Gm17590,Gene Expression,-0.00039514364524052863,0.7588470933077137,0.9003736822811347,2,0.0007539209437784576,1
ENSMUSG00000111363,Gm35024,Gene Expression,-0.0003951436452405311,0.75884709330727,0.9003736822811347,1,0.00023046206317799614,1
ENSMUSG00000050818,Olfr330,Gene Expression,-0.0003951480795590889,0.7588054975689816,0.9003736822811347,1,0.00041186475614321874,1
ENSMUSG00000107068,Gm42742,Gene Expression,-0.00039515485026123093,0.758741986935278,0.9003736822811347,1,0.0004927522127368334,1
ENSMUSG00000031965,Tbx20,Gene Expression,-0.00039515485026123093,0.758741986935278,0.9003736822811347,1,0.0004927522127368334,1
ENSMUSG00000112498,Gm47691,Gene Expression,-0.00039518315062725217,0.7584765410742194,0.9003736822811347,1,0.00019701206335204346,1
ENSMUSG00000043319,Cox8c,Gene Expression,-0.00039518315062725217,0.7584765410742194,0.9003736822811347,1,0.00019701206335204346,1
ENSMUSG00000111987,Gm48809,Gene Expression,-0.00039518315062725217,0.7584765410742194,0.9003736822811347,1,0.00019701206335204346,1
ENSMUSG00000097921,Gm26576,Gene Expression,-0.000395184019443544,0.7584683923828541,0.9003736822811347,1,0.0009365997593792014,1
ENSMUSG00000110489,Gm31659,Gene Expression,-0.0003951840194435515,0.7584683923819419,0.9003736822811347,1,0.000436220365246418,1
ENSMUSG00000102893,Gm37855,Gene Expression,-0.0003951840194435515,0.7584683923819419,0.9003736822811347,1,0.000436220365246418,1
ENSMUSG00000060459,Kng2,Gene Expression,-0.0003951840194435565,0.7584683923820357,0.9003736822811347,1,0.0003694324439782205,1
ENSMUSG00000114525,Gm47990,Gene Expression,-0.0003951840194435565,0.7584683923820357,0.9003736822811347,1,0.0003694324439782205,1
ENSMUSG00000095241,Gm5478,Gene Expression,-0.0003951840194435565,0.7584683923820357,0.9003736822811347,1,0.0003694324439782205,1
ENSMUSG00000043230,Fam124b,Gene Expression,-0.0003951847472535289,0.7584615662205756,0.9003736822811347,1,0.00024066316560150425,1
ENSMUSG00000116874,Gm34035,Gene Expression,-0.000395184747253533,0.7584615662198361,0.9003736822811347,1,0.00045002121122055997,1
ENSMUSG00000110593,Gm45822,Gene Expression,-0.000395184747253535,0.7584615662193961,0.9003736822811347,1,0.0002951082751965986,1
ENSMUSG00000114608,Gm36161,Gene Expression,-0.00039524439749890207,0.7579021679617622,0.9003736822811347,1,0.000417743948840115,1
ENSMUSG00000069893,9930111J21Rik1,Gene Expression,-0.00039524439749890207,0.7579021679617622,0.9003736822811347,1,0.000417743948840115,1
ENSMUSG00000113100,Gm48754,Gene Expression,-0.000395249366222049,0.7578555771349995,0.9003736822811347,1,0.0006365338353990935,1
ENSMUSG00000114937,Gm30054,Gene Expression,-0.0003952537890737888,0.7578141055882728,0.9003736822811347,1,0.0010597560946136882,1
ENSMUSG00000090561,Gm17207,Gene Expression,-0.0003952537890737907,0.7578141055881146,0.9003736822811347,1,0.0002385300830273594,1
ENSMUSG00000052435,Cebpe,Gene Expression,-0.0003952537890737919,0.7578141055886656,0.9003736822811347,1,0.0004731823134944578,1
ENSMUSG00000032358,Fam83b,Gene Expression,-0.0003952538076907002,0.7578139310255613,0.9003736822811347,1,0.00018581536089829723,1
ENSMUSG00000110539,Gm45864,Gene Expression,-0.0003952538076907029,0.7578139310259575,0.9003736822811347,1,0.00023976350028564339,1
ENSMUSG00000092586,Ly6g6c,Gene Expression,-0.0003952538076907029,0.7578139310259575,0.9003736822811347,1,0.00023976350028564339,1
ENSMUSG00000059632,Krtap8-1,Gene Expression,-0.0003952538076907029,0.7578139310259575,0.9003736822811347,1,0.00023976350028564339,1
ENSMUSG00000055748,Gsdmc4,Gene Expression,-0.0003952538076907053,0.7578139310259351,0.9003736822811347,1,0.000209406925810095,1
ENSMUSG00000020542,Myocd,Gene Expression,-0.00039525380769070623,0.7578139310255049,0.9003736822811347,1,0.00029103482999376536,1
ENSMUSG00000027876,Reg4,Gene Expression,-0.0003952538076907065,0.7578139310256429,0.9003736822811347,1,0.00014753787774126763,1
ENSMUSG00000062007,Hsh2d,Gene Expression,-0.0003952538076907065,0.7578139310256429,0.9003736822811347,1,0.00014753787774126763,1
ENSMUSG00000100395,Gm28448,Gene Expression,-0.0003952538076907065,0.7578139310256429,0.9003736822811347,1,0.00014753787774126763,1
ENSMUSG00000115020,Vmn1r218,Gene Expression,-0.000395253807690707,0.7578139310254978,0.9003736822811347,3,0.0011053236746166848,1
ENSMUSG00000092392,Gm20546,Gene Expression,-0.00039525380769070775,0.7578139310259122,0.9003736822811347,1,0.000431841101812706,1
ENSMUSG00000095545,Zfp969,Gene Expression,-0.0003952538076907081,0.7578139310259091,0.9003736822811347,1,0.0001609435598001615,1
ENSMUSG00000026815,Gfi1b,Gene Expression,-0.00039525380769070835,0.7578139310259067,0.9003736822811347,1,0.0002307500290460715,1
ENSMUSG00000109528,Olfr1309,Gene Expression,-0.00039525380769070835,0.7578139310261878,0.9003736822811347,1,0.00034630782916552575,1
ENSMUSG00000089956,Gm16553,Gene Expression,-0.00039525380769070835,0.7578139310259067,0.9003736822811347,1,0.0002307500290460715,1
ENSMUSG00000118344,Gm50152,Gene Expression,-0.0003952538076907088,0.7578139310257621,0.9003736822811347,1,0.00025541802428187787,1
ENSMUSG00000085310,Gm11491,Gene Expression,-0.0003952538076907095,0.757813931025896,0.9003736822811347,1,0.0003046433302500227,1
ENSMUSG00000079069,8430423G03Rik,Gene Expression,-0.0003952538076907097,0.7578139310254723,0.9003736822811347,1,0.00025764829328058664,1
ENSMUSG00000113882,Gm48550,Gene Expression,-0.00039525380769071024,0.7578139310258889,0.9003736822811347,1,0.00022113623850566826,1
ENSMUSG00000027470,Mylk2,Gene Expression,-0.00039525380769071035,0.7578139310254663,0.9003736822811347,1,0.0006120895393028486,1
ENSMUSG00000085298,F730035M05Rik,Gene Expression,-0.0003952538076907107,0.7578139310250411,0.9003736822811347,1,0.00024555146373820603,1
ENSMUSG00000114205,Gm7480,Gene Expression,-0.0003952538076907107,0.7578139310250411,0.9003736822811347,1,0.00024555146373820603,1
ENSMUSG00000055061,4931431C16Rik,Gene Expression,-0.0003952538076907107,0.7578139310250411,0.9003736822811347,1,0.00024555146373820603,1
ENSMUSG00000113599,9530014B07Rik,Gene Expression,-0.0003952538076907121,0.7578139310244658,0.9003736822811347,1,0.0004388296807710811,1
ENSMUSG00000086683,Gm12867,Gene Expression,-0.0003952538076907121,0.7578139310244658,0.9003736822811347,1,0.0004388296807710811,1
ENSMUSG00000092483,Gm20421,Gene Expression,-0.0003952538076907131,0.7578139310244563,0.9003736822811347,1,0.00013821656964746365,1
ENSMUSG00000089874,9230117E06Rik,Gene Expression,-0.0003952538076907156,0.7578139310248544,0.9003736822811347,1,0.00039261591760787897,1
ENSMUSG00000100487,1700072B07Rik,Gene Expression,-0.0003952538076907156,0.7578139310248544,0.9003736822811347,1,0.00039261591760787897,1
ENSMUSG00000112353,Gm40418,Gene Expression,-0.0003952538076907156,0.7578139310247138,0.9003736822811347,1,0.0002704376823779364,1
ENSMUSG00000087254,2310005A03Rik,Gene Expression,-0.00039525380769071653,0.7578139310251273,0.9003736822811347,1,0.0006214292671304565,1
ENSMUSG00000026166,Ccl20,Gene Expression,-0.00039528255924047804,0.7575443547268008,0.9003736822811347,1,0.000505997489052369,1
ENSMUSG00000074569,Gcnt7,Gene Expression,-0.0003953014663779096,0.7573670963119339,0.9003736822811347,1,0.0005631120786636112,1
ENSMUSG00000068231,Vmn1r43,Gene Expression,-0.00039530146637791017,0.7573670963131958,0.9003736822811347,1,0.00041296043676063333,1
ENSMUSG00000096553,Gm10097,Gene Expression,-0.00039530146637791017,0.7573670963131958,0.9003736822811347,1,0.00041296043676063333,1
ENSMUSG00000099735,1700122H20Rik,Gene Expression,-0.00039530146637791245,0.7573670963114847,0.9003736822811347,1,0.0004525118229091908,1
ENSMUSG00000067360,Pramel3,Gene Expression,-0.00039540677921730234,0.7563799998690826,0.9003736822811347,1,0.00032135114002761835,1
ENSMUSG00000025746,Il6,Gene Expression,-0.0003954903908961981,0.7555965911488793,0.9003736822811347,1,0.0003453364343648616,1
ENSMUSG00000021612,Slc6a18,Gene Expression,-0.0003954903908961981,0.7555965911488793,0.9003736822811347,1,0.0003453364343648616,1
ENSMUSG00000085723,Gm15915,Gene Expression,-0.00039555846216253037,0.7549589755077928,0.9003736822811347,1,0.00028686471820291783,1
ENSMUSG00000108714,Gm21057,Gene Expression,-0.0003956471872923983,0.7541281481676683,0.9003736822811347,1,0.0001901026719958211,1
ENSMUSG00000042279,H1foo,Gene Expression,-0.0003956566785554405,0.7540392882502549,0.9003736822811347,1,0.0003175968820833372,1
ENSMUSG00000020226,Slc5a4b,Gene Expression,-0.00039565726303656946,0.754033816277276,0.9003736822811347,1,0.00034196267314541047,1
ENSMUSG00000089710,Gm15810,Gene Expression,-0.00039566920188300247,0.7539220462614383,0.9003736822811347,1,0.00018427132175378568,1
ENSMUSG00000109759,1700011L03Rik,Gene Expression,-0.00039566920188300247,0.7539220462614383,0.9003736822811347,1,0.00018427132175378568,1
ENSMUSG00000071478,Hist1h2ad,Gene Expression,-0.00039566920188300854,0.7539220462605252,0.9003736822811347,1,0.00028429118930514246,1
ENSMUSG00000020229,Slc5a4a,Gene Expression,-0.00039566920188300854,0.7539220462605252,0.9003736822811347,1,0.00028429118930514246,1
ENSMUSG00000104886,Gm43000,Gene Expression,-0.00039569404549753205,0.753689479915612,0.9003736822811347,1,0.0004101614018633893,1
ENSMUSG00000086424,Gm15569,Gene Expression,-0.00039569404549753205,0.753689479915612,0.9003736822811347,1,0.0004101614018633893,1
ENSMUSG00000106719,Gm42556,Gene Expression,-0.00039569404549753205,0.753689479915612,0.9003736822811347,1,0.0004101614018633893,1
ENSMUSG00000054422,Fabp1,Gene Expression,-0.00039569404549754116,0.7536894799163838,0.9003736822811347,1,0.0003774785849607241,1
ENSMUSG00000112852,Gm47767,Gene Expression,-0.00039569404549754175,0.7536894799150928,0.9003736822811347,1,0.0022412544147856345,1
ENSMUSG00000085541,Gm16010,Gene Expression,-0.0003956940454975424,0.7536894799153723,0.9003736822811347,1,0.0001678096579598381,1
ENSMUSG00000107405,Gm44115,Gene Expression,-0.0003956940454975424,0.7536894799153723,0.9003736822811347,1,0.0001678096579598381,1
ENSMUSG00000092130,D030025P21Rik,Gene Expression,-0.00039569404549754246,0.7536894799150863,0.9003736822811347,1,0.00011423190794284164,1
ENSMUSG00000028451,1700022I11Rik,Gene Expression,-0.0003956975241656766,0.7536569171474871,0.9003736822811347,1,0.00031327741586020905,1
ENSMUSG00000018916,Csf2,Gene Expression,-0.0003956975241656777,0.7536569171460481,0.9003736822811347,1,0.0006414129497730731,1
ENSMUSG00000029829,Tmem213,Gene Expression,-0.0003956975241656787,0.7536569171471812,0.9003736822811347,1,0.0005696104471527626,1
ENSMUSG00000111271,Gm48127,Gene Expression,-0.00039569752416568116,0.7536569171474444,0.9003736822811347,1,0.0006703983756813261,1
ENSMUSG00000096094,A630095N17Rik,Gene Expression,-0.00039569752416568273,0.7536569171470009,0.9003736822811347,1,0.00043278333865047263,1
ENSMUSG00000057534,Elobl,Gene Expression,-0.0003956977384457962,0.7536549113499693,0.9003736822811347,1,0.00011620868881697458,1
ENSMUSG00000092364,Gm20476,Gene Expression,-0.00039569773844580144,0.7536549113500628,0.9003736822811347,1,0.0004651678471406474,1
ENSMUSG00000110258,Gm45406,Gene Expression,-0.0003956977384458016,0.7536549113500614,0.9003736822811347,1,0.0005593187910318824,1
ENSMUSG00000097231,Gm26852,Gene Expression,-0.0003956977805684407,0.7536545170564133,0.9003736822811347,1,0.00012852426082052062,1
ENSMUSG00000112422,Gm31938,Gene Expression,-0.0003956977805684407,0.7536545170564133,0.9003736822811347,1,0.00012852426082052062,1
ENSMUSG00000076615,Ighg3,Gene Expression,-0.0003956977805684419,0.7536545170564021,0.9003736822811347,1,0.00027489361585721555,1
ENSMUSG00000101514,Gm5524,Gene Expression,-0.00039569778056844276,0.7536545170561084,0.9003736822811347,1,0.00018611240201318042,1
ENSMUSG00000091393,5330438I03Rik,Gene Expression,-0.000395697780568443,0.7536545170556781,0.9003736822811347,1,0.00013789626964313089,1
ENSMUSG00000079000,Dnmt3bos,Gene Expression,-0.000395697780568443,0.7536545170556781,0.9003736822811347,1,0.00013789626964313089,1
ENSMUSG00000110682,A530010L16Rik,Gene Expression,-0.000395697780568443,0.7536545170556781,0.9003736822811347,1,0.00013789626964313089,1
ENSMUSG00000115585,Gm41271,Gene Expression,-0.0003956977805684447,0.7536545170558047,0.9003736822811347,2,0.00031649887265115974,1
ENSMUSG00000094027,Gm21762,Gene Expression,-0.00039569778056844476,0.7536545170555186,0.9003736822811347,2,0.0012148760674032266,1
ENSMUSG00000112006,Gm48633,Gene Expression,-0.00039569778056844487,0.7536545170559458,0.9003736822811347,1,0.00025205212020850803,1
ENSMUSG00000117487,Gm50062,Gene Expression,-0.00039569778056844487,0.7536545170559458,0.9003736822811347,1,0.00025205212020850803,1
ENSMUSG00000112290,Gm33782,Gene Expression,-0.000395697780568445,0.7536545170555164,0.9003736822811347,1,0.0004281470539337469,1
ENSMUSG00000078487,Ankrd65,Gene Expression,-0.00039569778056844514,0.7536545170555149,0.9003736822811347,1,0.00032140899769724076,1
ENSMUSG00000109958,Gm32786,Gene Expression,-0.0003956977805684454,0.7536545170559408,0.9003736822811347,1,0.0007058755007420948,1
ENSMUSG00000087646,Gm1667,Gene Expression,-0.00039569778056844547,0.7536545170560831,0.9003736822811347,1,0.00045214888126390087,1
ENSMUSG00000096854,Ifnz,Gene Expression,-0.0003956977805684455,0.7536545170556542,0.9003736822811347,1,0.0001475968367796242,1
ENSMUSG00000112940,4930511J24Rik,Gene Expression,-0.0003956977805684455,0.7536545170556542,0.9003736822811347,1,0.0001475968367796242,1
ENSMUSG00000097495,Gm26651,Gene Expression,-0.0003956977805684455,0.7536545170556542,0.9003736822811347,1,0.0001475968367796242,1
ENSMUSG00000108010,Gm38708,Gene Expression,-0.00039569778056844644,0.7536545170557883,0.9003736822811347,1,0.0004570494921382781,1
ENSMUSG00000022249,Ttc23l,Gene Expression,-0.00039569778056844666,0.7536545170556435,0.9003736822811347,1,0.00029737783464547023,1
ENSMUSG00000117838,Gm50396,Gene Expression,-0.00039569778056844666,0.7536545170560719,0.9003736822811347,1,0.00017844750925912647,1
ENSMUSG00000105102,Gm35507,Gene Expression,-0.00039569778056844666,0.7536545170556435,0.9003736822811347,1,0.0002778529883592453,1
ENSMUSG00000085949,Gm14275,Gene Expression,-0.00039569778056844693,0.7536545170560693,0.9003736822811347,1,0.00022702320577067713,1
ENSMUSG00000086470,Gm12580,Gene Expression,-0.00039569778056844693,0.7536545170560693,0.9003736822811347,1,0.00022702320577067713,1
